fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality,type,alcohol_density,non-free sulfur dioxide,total_acidity,acidity_ratio,alcohol_pH_ratio,alcohol_sulfur_dioxide_ratio
6.4,0.27,0.45,8.3,0.05,52.0,196.0,0.9955,3.18,0.48,9.5,5,white,9.45725,144.0,6.67,0.9595202398800601,2.9874213836477987,0.04846938775510204
6.5,0.25,0.27,17.4,0.064,29.0,140.0,0.99776,3.2,0.49,10.1,6,white,10.077376,111.0,6.75,0.9629629629629629,3.1562499999999996,0.07214285714285713
5.6,0.19,0.31,2.7,0.027,11.0,100.0,0.98964,3.46,0.4,13.2,7,white,13.063247999999998,89.0,5.79,0.9671848013816925,3.8150289017341037,0.132
7.4,0.29,0.48,12.8,0.037,61.5,182.0,0.99808,3.02,0.34,8.8,5,white,8.783104,120.5,7.69,0.9622886866059818,2.913907284768212,0.04835164835164835
6.4,0.34,0.44,8.2,0.043,54.0,201.0,0.99551,3.18,0.48,9.5,5,white,9.457345,147.0,6.74,0.9495548961424333,2.9874213836477987,0.0472636815920398
6.6,0.27,0.52,8.1,0.044,53.0,202.0,0.99548,3.18,0.48,9.5,5,white,9.45706,149.0,6.869999999999999,0.9606986899563319,2.9874213836477987,0.04702970297029703
6.6,0.26,0.52,8.2,0.047,52.0,191.0,0.99541,3.16,0.47,9.5,6,white,9.456395,139.0,6.859999999999999,0.9620991253644315,3.0063291139240507,0.049738219895287955
6.4,0.27,0.45,8.3,0.05,52.0,196.0,0.9955,3.18,0.48,9.5,5,white,9.45725,144.0,6.67,0.9595202398800601,2.9874213836477987,0.04846938775510204
6.5,0.26,0.5,8.0,0.051,46.0,197.0,0.99536,3.18,0.47,9.5,5,white,9.45592,151.0,6.76,0.9615384615384616,2.9874213836477987,0.048223350253807105
6.8,0.25,0.3,11.8,0.043,53.0,133.0,0.99524,3.03,0.58,10.4,6,white,10.350496,80.0,7.05,0.9645390070921985,3.4323432343234326,0.07819548872180451
6.3,0.32,0.26,12.0,0.049,63.0,170.0,0.9961,3.14,0.55,9.9,6,white,9.86139,107.0,6.62,0.9516616314199395,3.1528662420382165,0.05823529411764706
5.5,0.24,0.45,1.7,0.046,22.0,113.0,0.99224,3.22,0.48,10.0,5,white,9.9224,91.0,5.74,0.9581881533101045,3.105590062111801,0.08849557522123894
6.5,0.25,0.27,17.4,0.064,29.0,140.0,0.99776,3.2,0.49,10.1,6,white,10.077376,111.0,6.75,0.9629629629629629,3.1562499999999996,0.07214285714285713
6.6,0.13,0.29,13.9,0.056,33.0,95.0,0.99702,3.17,0.39,9.4,6,white,9.371988,62.0,6.7299999999999995,0.9806835066864785,2.965299684542587,0.09894736842105263
7.0,0.39,0.21,10.7,0.098,13.0,91.0,0.99657,3.03,0.47,9.3,5,white,9.268101,78.0,7.39,0.9472259810554804,3.06930693069307,0.10219780219780221
7.9,0.21,0.39,2.0,0.057,21.0,138.0,0.99176,3.05,0.52,10.9,5,white,10.810184,117.0,8.110000000000001,0.9741060419235511,3.573770491803279,0.07898550724637682
7.0,0.3,0.28,2.2,0.042,21.0,177.0,0.99166,3.2,0.57,11.4,5,white,11.304924,156.0,7.3,0.9589041095890412,3.5625,0.06440677966101695
8.1,0.2,0.3,1.3,0.036,7.0,49.0,0.99242,2.99,0.73,10.3,5,white,10.221926,42.0,8.299999999999999,0.9759036144578314,3.4448160535117056,0.21020408163265308
8.3,0.18,0.3,1.1,0.033,20.0,57.0,0.99109,3.02,0.51,11.0,6,white,10.90199,37.0,8.48,0.9787735849056605,3.642384105960265,0.19298245614035087
7.9,0.21,0.39,2.0,0.057,21.0,138.0,0.99176,3.05,0.52,10.9,5,white,10.810184,117.0,8.110000000000001,0.9741060419235511,3.573770491803279,0.07898550724637682
7.2,0.17,0.34,6.4,0.042,16.0,111.0,0.99278,2.99,0.4,10.8,6,white,10.722024000000001,95.0,7.37,0.9769335142469471,3.612040133779264,0.0972972972972973
8.1,0.2,0.3,1.3,0.036,7.0,49.0,0.99242,2.99,0.73,10.3,5,white,10.221926,42.0,8.299999999999999,0.9759036144578314,3.4448160535117056,0.21020408163265308
8.3,0.18,0.3,1.1,0.033,20.0,57.0,0.99109,3.02,0.51,11.0,6,white,10.90199,37.0,8.48,0.9787735849056605,3.642384105960265,0.19298245614035087
7.0,0.39,0.21,10.7,0.098,13.0,91.0,0.99657,3.03,0.47,9.3,5,white,9.268101,78.0,7.39,0.9472259810554804,3.06930693069307,0.10219780219780221
6.8,0.21,0.62,6.4,0.041,7.0,113.0,0.99358,2.96,0.59,10.2,5,white,10.134516,106.0,7.01,0.9700427960057061,3.4459459459459456,0.09026548672566372
6.9,0.21,0.62,6.3,0.042,7.0,109.0,0.99358,2.96,0.59,10.2,6,white,10.134516,102.0,7.11,0.9704641350210971,3.4459459459459456,0.09357798165137614
7.2,0.17,0.34,6.4,0.042,16.0,111.0,0.99278,2.99,0.4,10.8,6,white,10.722024000000001,95.0,7.37,0.9769335142469471,3.612040133779264,0.0972972972972973
6.8,0.26,0.34,15.1,0.06,42.0,162.0,0.99705,3.24,0.52,10.5,3,white,10.469025,120.0,7.06,0.9631728045325779,3.2407407407407405,0.06481481481481481
7.2,0.28,0.38,2.0,0.052,23.0,156.0,0.9912,3.13,0.52,11.1,5,white,11.00232,133.0,7.48,0.9625668449197861,3.5463258785942493,0.07115384615384615
7.9,0.21,0.39,2.0,0.057,21.0,138.0,0.99176,3.05,0.52,10.9,5,white,10.810184,117.0,8.110000000000001,0.9741060419235511,3.573770491803279,0.07898550724637682
7.0,0.3,0.28,2.2,0.042,21.0,177.0,0.99166,3.2,0.57,11.4,5,white,11.304924,156.0,7.3,0.9589041095890412,3.5625,0.06440677966101695
7.4,0.34,0.28,12.1,0.049,31.0,149.0,0.99677,3.22,0.49,10.3,5,white,10.266731000000002,118.0,7.74,0.9560723514211886,3.198757763975155,0.0691275167785235
6.3,0.43,0.32,8.8,0.042,18.0,106.0,0.99172,3.28,0.33,12.9,7,white,12.793188,88.0,6.7299999999999995,0.9361069836552749,3.932926829268293,0.12169811320754717
6.8,0.41,0.3,8.8,0.045,28.0,131.0,0.9953,3.12,0.59,9.9,5,white,9.85347,103.0,7.21,0.9431345353675451,3.173076923076923,0.07557251908396947
6.3,0.4,0.24,5.1,0.036,43.0,131.0,0.99186,3.24,0.44,11.3,6,white,11.208018000000001,88.0,6.7,0.9402985074626865,3.4876543209876543,0.08625954198473283
5.1,0.35,0.26,6.8,0.034,36.0,120.0,0.99188,3.38,0.4,11.5,6,white,11.40662,84.0,5.449999999999999,0.9357798165137615,3.4023668639053257,0.09583333333333334
5.1,0.35,0.26,6.8,0.034,36.0,120.0,0.99188,3.38,0.4,11.5,6,white,11.40662,84.0,5.449999999999999,0.9357798165137615,3.4023668639053257,0.09583333333333334
6.3,0.3,0.2,3.7,0.039,34.0,132.0,0.99158,3.0,0.38,10.7,5,white,10.609905999999999,98.0,6.6,0.9545454545454546,3.5666666666666664,0.08106060606060606
6.9,0.28,0.28,12.2,0.042,52.0,139.0,0.99522,3.03,0.56,10.4,6,white,10.350288,87.0,7.180000000000001,0.9610027855153203,3.4323432343234326,0.0748201438848921
7.0,0.33,0.28,5.7,0.033,39.0,204.0,0.99176,3.17,0.64,12.5,6,white,12.397,165.0,7.33,0.9549795361527967,3.943217665615142,0.061274509803921566
6.7,0.26,0.49,8.1,0.052,48.0,197.0,0.99558,3.19,0.48,9.5,5,white,9.45801,149.0,6.96,0.9626436781609196,2.9780564263322886,0.048223350253807105
7.3,0.24,0.3,2.5,0.042,31.0,104.0,0.9911,3.05,0.56,11.3,7,white,11.199430000000001,73.0,7.54,0.9681697612732095,3.704918032786886,0.10865384615384616
6.7,0.46,0.21,4.0,0.034,12.0,88.0,0.99016,3.26,0.54,13.0,6,white,12.87208,76.0,7.16,0.9357541899441341,3.9877300613496933,0.14772727272727273
5.1,0.35,0.26,6.8,0.034,36.0,120.0,0.99188,3.38,0.4,11.5,6,white,11.40662,84.0,5.449999999999999,0.9357798165137615,3.4023668639053257,0.09583333333333334
5.1,0.23,0.18,1.0,0.053,13.0,99.0,0.98956,3.22,0.39,11.5,5,white,11.37994,86.0,5.33,0.9568480300187616,3.571428571428571,0.11616161616161616
6.3,0.4,0.24,5.1,0.036,43.0,131.0,0.99186,3.24,0.44,11.3,6,white,11.208018000000001,88.0,6.7,0.9402985074626865,3.4876543209876543,0.08625954198473283
7.1,0.44,0.23,5.8,0.035,24.0,100.0,0.99062,3.15,0.57,13.2,7,white,13.076183999999998,76.0,7.54,0.9416445623342174,4.190476190476191,0.132
4.8,0.26,0.23,10.6,0.034,23.0,111.0,0.99274,3.46,0.28,11.5,7,white,11.416509999999999,88.0,5.06,0.9486166007905139,3.3236994219653178,0.1036036036036036
6.8,0.31,0.19,3.5,0.086,30.0,130.0,0.993,2.83,0.44,9.6,5,white,9.5328,100.0,7.109999999999999,0.9563994374120957,3.3922261484098937,0.07384615384615384
6.8,0.31,0.19,3.5,0.086,30.0,130.0,0.993,2.83,0.44,9.6,5,white,9.5328,100.0,7.109999999999999,0.9563994374120957,3.3922261484098937,0.07384615384615384
7.0,0.15,0.29,16.4,0.058,45.0,110.0,0.9978,3.15,0.37,9.7,6,white,9.678659999999999,65.0,7.15,0.979020979020979,3.079365079365079,0.08818181818181818
6.5,0.41,0.22,4.8,0.052,49.0,142.0,0.9946,3.14,0.62,9.2,5,white,9.150319999999999,93.0,6.91,0.9406657018813314,2.929936305732484,0.0647887323943662
6.2,0.31,0.23,3.3,0.052,34.0,113.0,0.99429,3.16,0.48,8.4,5,white,8.352036,79.0,6.51,0.9523809523809524,2.6582278481012658,0.0743362831858407
8.0,0.27,0.33,1.2,0.05,41.0,103.0,0.99002,3.0,0.45,12.4,6,white,12.276248,62.0,8.27,0.9673518742442564,4.133333333333334,0.1203883495145631
8.0,0.27,0.33,1.2,0.05,41.0,103.0,0.99002,3.0,0.45,12.4,6,white,12.276248,62.0,8.27,0.9673518742442564,4.133333333333334,0.1203883495145631
6.5,0.41,0.22,4.8,0.052,49.0,142.0,0.9946,3.14,0.62,9.2,5,white,9.150319999999999,93.0,6.91,0.9406657018813314,2.929936305732484,0.0647887323943662
6.2,0.31,0.23,3.3,0.052,34.0,113.0,0.99429,3.16,0.48,8.4,5,white,8.352036,79.0,6.51,0.9523809523809524,2.6582278481012658,0.0743362831858407
6.7,0.37,0.25,2.5,0.028,24.0,84.0,0.9909,3.14,0.36,11.7,6,white,11.59353,60.0,7.07,0.9476661951909476,3.7261146496815285,0.1392857142857143
6.6,0.21,0.5,8.7,0.036,41.0,191.0,0.99294,2.96,0.56,11.0,6,white,10.92234,150.0,6.81,0.9691629955947136,3.7162162162162162,0.05759162303664921
7.5,0.26,0.31,1.6,0.032,36.0,109.0,0.99044,2.97,0.43,11.9,6,white,11.786236,73.0,7.76,0.9664948453608248,4.006734006734007,0.10917431192660551
7.5,0.34,0.28,4.0,0.028,46.0,100.0,0.98958,3.2,0.5,13.2,7,white,13.062456,54.0,7.84,0.9566326530612245,4.124999999999999,0.132
6.7,0.37,0.25,2.5,0.028,24.0,84.0,0.9909,3.14,0.36,11.7,6,white,11.59353,60.0,7.07,0.9476661951909476,3.7261146496815285,0.1392857142857143
6.4,0.32,0.23,16.2,0.055,36.0,176.0,0.9986,3.26,0.54,9.1,5,white,9.08726,140.0,6.720000000000001,0.9523809523809523,2.791411042944785,0.051704545454545454
6.7,0.24,0.32,9.0,0.023,20.0,109.0,0.99262,3.34,0.35,12.6,6,white,12.507012,89.0,6.94,0.9654178674351584,3.7724550898203595,0.11559633027522935
6.4,0.32,0.23,16.2,0.055,36.0,176.0,0.9986,3.26,0.54,9.1,5,white,9.08726,140.0,6.720000000000001,0.9523809523809523,2.791411042944785,0.051704545454545454
7.1,0.39,0.79,1.4,0.194,23.0,90.0,0.99212,3.17,0.46,10.5,6,white,10.41726,67.0,7.489999999999999,0.9479305740987984,3.3123028391167195,0.11666666666666667
8.2,0.31,0.43,7.0,0.047,18.0,87.0,0.99628,3.23,0.64,10.6,5,white,10.560568,69.0,8.51,0.963572267920094,3.2817337461300307,0.12183908045977011
6.7,0.24,0.32,9.0,0.023,20.0,109.0,0.99262,3.34,0.35,12.6,6,white,12.507012,89.0,6.94,0.9654178674351584,3.7724550898203595,0.11559633027522935
5.9,0.17,0.29,3.1,0.03,32.0,123.0,0.98913,3.41,0.33,13.7,7,white,13.551080999999998,91.0,6.07,0.9719934102141681,4.0175953079178885,0.1113821138211382
5.9,0.2,0.23,1.5,0.037,38.0,93.0,0.99021,3.36,0.49,12.0,6,white,11.88252,55.0,6.1000000000000005,0.9672131147540983,3.5714285714285716,0.12903225806451613
6.6,0.32,0.26,4.6,0.031,26.0,120.0,0.99198,3.4,0.73,12.5,7,white,12.39975,94.0,6.92,0.9537572254335259,3.6764705882352944,0.10416666666666667
5.9,0.12,0.27,4.8,0.03,40.0,110.0,0.99226,3.55,0.68,12.1,6,white,12.006346,70.0,6.0200000000000005,0.9800664451827242,3.408450704225352,0.11
5.9,0.18,0.29,4.6,0.032,68.0,137.0,0.99159,3.21,0.38,11.3,6,white,11.204967,69.0,6.08,0.9703947368421053,3.520249221183801,0.08248175182481753
5.9,0.2,0.23,1.5,0.037,38.0,93.0,0.99021,3.36,0.49,12.0,6,white,11.88252,55.0,6.1000000000000005,0.9672131147540983,3.5714285714285716,0.12903225806451613
5.4,0.17,0.27,2.7,0.049,28.0,104.0,0.99224,3.46,0.55,10.3,6,white,10.220072,76.0,5.57,0.9694793536804309,2.9768786127167632,0.09903846153846155
6.1,0.21,0.3,6.3,0.039,47.0,136.0,0.99068,3.27,0.31,12.7,6,white,12.581636,89.0,6.31,0.9667194928684628,3.8837920489296636,0.09338235294117647
7.3,0.25,0.26,7.2,0.048,52.0,207.0,0.99587,3.12,0.37,9.2,5,white,9.162004,155.0,7.55,0.9668874172185431,2.9487179487179485,0.04444444444444444
7.3,0.25,0.26,7.2,0.048,52.0,207.0,0.99587,3.12,0.37,9.2,5,white,9.162004,155.0,7.55,0.9668874172185431,2.9487179487179485,0.04444444444444444
6.2,0.22,0.3,12.4,0.054,108.0,152.0,0.99728,3.1,0.47,9.5,6,white,9.474160000000001,44.0,6.42,0.9657320872274143,3.064516129032258,0.0625
6.5,0.27,0.19,6.6,0.045,98.0,175.0,0.99364,3.16,0.34,10.1,6,white,10.035763999999999,77.0,6.77,0.9601181683899558,3.1962025316455693,0.05771428571428571
6.5,0.27,0.19,6.6,0.045,98.0,175.0,0.99364,3.16,0.34,10.1,6,white,10.035763999999999,77.0,6.77,0.9601181683899558,3.1962025316455693,0.05771428571428571
6.6,0.39,0.22,4.0,0.038,17.0,98.0,0.99018,3.25,0.53,13.0,7,white,12.87234,81.0,6.989999999999999,0.9442060085836911,4.0,0.1326530612244898
6.0,0.31,0.38,4.8,0.04,41.0,101.0,0.98968,3.24,0.56,13.1,6,white,12.964808,60.0,6.31,0.9508716323296356,4.04320987654321,0.1297029702970297
8.4,0.23,0.32,1.3,0.048,59.0,113.0,0.99178,3.1,0.55,11.0,6,white,10.90958,54.0,8.63,0.9733487833140209,3.5483870967741935,0.09734513274336283
7.3,0.25,0.26,7.2,0.048,52.0,207.0,0.99587,3.12,0.37,9.2,5,white,9.162004,155.0,7.55,0.9668874172185431,2.9487179487179485,0.04444444444444444
6.0,0.22,0.25,11.1,0.056,112.0,177.0,0.9961,3.08,0.36,9.4,6,white,9.36334,65.0,6.22,0.9646302250803859,3.051948051948052,0.053107344632768366
6.2,0.22,0.3,12.4,0.054,108.0,152.0,0.99728,3.1,0.47,9.5,6,white,9.474160000000001,44.0,6.42,0.9657320872274143,3.064516129032258,0.0625
6.1,0.23,0.27,9.8,0.055,74.0,134.0,0.99534,3.16,0.4,10.2,6,white,10.152467999999999,60.0,6.33,0.9636650868878356,3.2278481012658222,0.07611940298507462
6.5,0.27,0.19,6.6,0.045,98.0,175.0,0.99364,3.16,0.34,10.1,6,white,10.035763999999999,77.0,6.77,0.9601181683899558,3.1962025316455693,0.05771428571428571
7.3,0.36,0.54,13.3,0.054,63.0,193.0,0.99864,3.06,0.49,8.6,4,white,8.588303999999999,130.0,7.66,0.9530026109660574,2.810457516339869,0.04455958549222798
7.6,0.37,0.51,11.7,0.094,58.0,181.0,0.99776,2.91,0.51,9.0,5,white,8.97984,123.0,7.97,0.9535759096612296,3.092783505154639,0.049723756906077346
6.7,0.26,0.51,8.0,0.062,50.0,194.0,0.99545,3.13,0.5,9.6,5,white,9.55632,144.0,6.96,0.9626436781609196,3.0670926517571884,0.049484536082474224
7.4,0.22,0.27,1.6,0.057,45.0,98.0,0.99299,3.29,0.44,9.9,7,white,9.830601000000001,53.0,7.62,0.9711286089238845,3.009118541033435,0.10102040816326531
6.1,0.22,0.28,16.55,0.059,54.0,135.0,0.99665,3.2,0.38,10.5,5,white,10.464825000000001,81.0,6.319999999999999,0.9651898734177216,3.28125,0.07777777777777778
7.1,0.28,0.31,1.5,0.053,20.0,98.0,0.99069,3.15,0.5,11.4,5,white,11.293866,78.0,7.38,0.962059620596206,3.619047619047619,0.1163265306122449
6.5,0.35,0.31,10.2,0.069,58.0,170.0,0.99692,3.18,0.49,9.4,5,white,9.371048,112.0,6.85,0.9489051094890512,2.9559748427672954,0.05529411764705883
6.8,0.73,0.2,6.6,0.054,25.0,65.0,0.99324,3.12,0.28,11.1,4,white,11.024964,40.0,7.529999999999999,0.903054448871182,3.5576923076923075,0.17076923076923076
6.0,0.28,0.24,17.8,0.047,42.0,111.0,0.99896,3.1,0.45,8.9,6,white,8.890744,69.0,6.28,0.9554140127388535,2.870967741935484,0.08018018018018018
6.0,0.28,0.24,17.8,0.047,42.0,111.0,0.99896,3.1,0.45,8.9,6,white,8.890744,69.0,6.28,0.9554140127388535,2.870967741935484,0.08018018018018018
7.1,0.2,0.37,1.5,0.049,28.0,129.0,0.99226,3.15,0.52,10.8,5,white,10.716408000000001,101.0,7.3,0.9726027397260274,3.428571428571429,0.08372093023255814
6.8,0.33,0.31,7.4,0.045,34.0,143.0,0.99226,3.06,0.55,12.2,6,white,12.105572,109.0,7.13,0.9537166900420757,3.986928104575163,0.0853146853146853
6.0,0.28,0.24,17.8,0.047,42.0,111.0,0.99896,3.1,0.45,8.9,6,white,8.890744,69.0,6.28,0.9554140127388535,2.870967741935484,0.08018018018018018
7.2,0.24,0.36,2.0,0.029,21.0,63.0,0.99076,3.13,0.63,12.5,6,white,12.3845,42.0,7.44,0.9677419354838709,3.9936102236421727,0.1984126984126984
6.8,0.33,0.31,7.4,0.045,34.0,143.0,0.99226,3.06,0.55,12.2,6,white,12.105572,109.0,7.13,0.9537166900420757,3.986928104575163,0.0853146853146853
7.2,0.24,0.36,2.0,0.029,21.0,63.0,0.99076,3.13,0.63,12.5,6,white,12.3845,42.0,7.44,0.9677419354838709,3.9936102236421727,0.1984126984126984
6.0,0.28,0.24,17.8,0.047,42.0,111.0,0.99896,3.1,0.45,8.9,6,white,8.890744,69.0,6.28,0.9554140127388535,2.870967741935484,0.08018018018018018
6.2,0.27,0.26,12.1,0.046,43.0,127.0,0.9951,3.16,0.37,10.8,6,white,10.74708,84.0,6.470000000000001,0.9582689335394126,3.4177215189873418,0.08503937007874016
6.4,0.38,0.26,8.2,0.043,28.0,98.0,0.99234,2.99,0.31,11.4,6,white,11.312676,70.0,6.78,0.943952802359882,3.812709030100334,0.1163265306122449
7.1,0.2,0.37,1.5,0.049,28.0,129.0,0.99226,3.15,0.52,10.8,5,white,10.716408000000001,101.0,7.3,0.9726027397260274,3.428571428571429,0.08372093023255814
6.0,0.21,0.3,8.7,0.036,47.0,127.0,0.99368,3.18,0.39,10.6,5,white,10.533008,80.0,6.21,0.966183574879227,3.333333333333333,0.08346456692913386
7.0,0.34,0.1,3.5,0.044,17.0,63.0,0.9937,3.01,0.39,9.2,5,white,9.14204,46.0,7.34,0.9536784741144414,3.0564784053156147,0.146031746031746
5.9,0.435,0.16,6.4,0.031,21.0,134.0,0.99151,3.24,0.46,12.2,6,white,12.096421999999999,113.0,6.335,0.9313338595106552,3.7654320987654315,0.09104477611940298
7.0,0.25,0.33,2.1,0.021,17.0,76.0,0.99021,3.26,0.45,12.3,6,white,12.179583000000001,59.0,7.25,0.9655172413793104,3.7730061349693256,0.1618421052631579
6.7,0.26,0.29,7.7,0.038,40.0,179.0,0.99479,3.23,0.56,10.4,6,white,10.345816,139.0,6.96,0.9626436781609196,3.2198142414860684,0.05810055865921788
7.0,0.24,0.3,12.3,0.035,72.0,172.0,0.9954,2.99,0.57,10.4,6,white,10.35216,100.0,7.24,0.9668508287292817,3.4782608695652173,0.06046511627906977
8.5,0.23,0.34,1.3,0.035,54.0,110.0,0.99176,3.07,0.55,11.0,7,white,10.90936,56.0,8.73,0.9736540664375716,3.5830618892508146,0.1
6.0,0.21,0.3,8.7,0.036,47.0,127.0,0.99368,3.18,0.39,10.6,5,white,10.533008,80.0,6.21,0.966183574879227,3.333333333333333,0.08346456692913386
7.0,0.34,0.1,3.5,0.044,17.0,63.0,0.9937,3.01,0.39,9.2,5,white,9.14204,46.0,7.34,0.9536784741144414,3.0564784053156147,0.146031746031746
4.8,0.65,0.12,1.1,0.013,4.0,10.0,0.99246,3.32,0.36,13.5,4,white,13.39821,6.0,5.45,0.8807339449541284,4.066265060240964,1.35
6.1,0.22,0.38,2.8,0.144,12.0,65.0,0.9908,2.95,0.64,11.4,6,white,11.29512,53.0,6.319999999999999,0.9651898734177216,3.864406779661017,0.1753846153846154
5.8,0.27,0.26,3.5,0.071,26.0,69.0,0.98994,3.1,0.38,11.5,6,white,11.384310000000001,43.0,6.07,0.9555189456342668,3.7096774193548385,0.16666666666666666
5.0,0.455,0.18,1.9,0.036,33.0,106.0,0.98746,3.21,0.83,14.0,7,white,13.82444,73.0,5.455,0.916590284142988,4.361370716510904,0.1320754716981132
6.5,0.33,0.3,3.8,0.036,34.0,88.0,0.99028,3.25,0.63,12.5,7,white,12.3785,54.0,6.83,0.9516837481698389,3.8461538461538463,0.14204545454545456
6.5,0.33,0.3,3.8,0.036,34.0,88.0,0.99028,3.25,0.63,12.5,7,white,12.3785,54.0,6.83,0.9516837481698389,3.8461538461538463,0.14204545454545456
6.7,0.31,0.3,2.4,0.038,30.0,83.0,0.98867,3.09,0.36,12.8,7,white,12.654976000000001,53.0,7.01,0.9557774607703281,4.142394822006473,0.15421686746987953
6.2,0.39,0.24,4.8,0.037,45.0,138.0,0.99174,3.23,0.43,11.2,7,white,11.107487999999998,93.0,6.59,0.9408194233687406,3.467492260061919,0.08115942028985507
6.2,0.39,0.24,4.8,0.037,45.0,138.0,0.99174,3.23,0.43,11.2,7,white,11.107487999999998,93.0,6.59,0.9408194233687406,3.467492260061919,0.08115942028985507
7.1,0.37,0.3,6.2,0.04,49.0,139.0,0.99021,3.17,0.27,13.6,6,white,13.466856,90.0,7.47,0.9504685408299866,4.290220820189274,0.09784172661870504
7.2,0.23,0.82,1.3,0.149,70.0,109.0,0.99304,2.93,0.42,9.2,6,white,9.135968,39.0,7.430000000000001,0.9690444145356661,3.139931740614334,0.08440366972477063
6.5,0.33,0.3,3.8,0.036,34.0,88.0,0.99028,3.25,0.63,12.5,7,white,12.3785,54.0,6.83,0.9516837481698389,3.8461538461538463,0.14204545454545456
7.2,0.25,0.32,1.5,0.054,24.0,105.0,0.99154,3.17,0.48,11.1,6,white,11.006094,81.0,7.45,0.9664429530201343,3.501577287066246,0.1057142857142857
6.2,0.39,0.24,4.8,0.037,45.0,138.0,0.99174,3.23,0.43,11.2,7,white,11.107487999999998,93.0,6.59,0.9408194233687406,3.467492260061919,0.08115942028985507
4.7,0.455,0.18,1.9,0.036,33.0,106.0,0.98746,3.21,0.83,14.0,7,white,13.82444,73.0,5.155,0.9117361784675073,4.361370716510904,0.1320754716981132
7.1,0.37,0.3,6.2,0.04,49.0,139.0,0.99021,3.17,0.27,13.6,6,white,13.466856,90.0,7.47,0.9504685408299866,4.290220820189274,0.09784172661870504
6.2,0.28,0.51,7.9,0.056,49.0,206.0,0.9956,3.18,0.52,9.4,5,white,9.358640000000001,157.0,6.48,0.95679012345679,2.9559748427672954,0.04563106796116505
6.4,0.35,0.28,1.6,0.037,31.0,113.0,0.98779,3.12,0.4,14.2,7,white,14.026618,82.0,6.75,0.9481481481481482,4.551282051282051,0.12566371681415928
6.6,0.31,0.28,1.4,0.035,28.0,107.0,0.98836,3.0,0.4,13.2,6,white,13.046351999999999,79.0,6.909999999999999,0.955137481910275,4.3999999999999995,0.1233644859813084
7.4,0.25,0.37,2.6,0.05,24.0,132.0,0.99138,3.04,0.53,11.2,6,white,11.103456,108.0,7.65,0.9673202614379085,3.6842105263157894,0.08484848484848484
7.3,0.36,0.34,14.8,0.057,46.0,173.0,0.99751,3.14,0.57,10.2,5,white,10.174602,127.0,7.66,0.9530026109660574,3.2484076433121016,0.058959537572254334
6.7,0.31,0.3,2.4,0.038,30.0,83.0,0.98867,3.09,0.36,12.8,7,white,12.654976000000001,53.0,7.01,0.9557774607703281,4.142394822006473,0.15421686746987953
8.6,0.31,0.3,0.9,0.045,16.0,109.0,0.99249,2.95,0.39,10.1,5,white,10.024149,93.0,8.91,0.9652076318742985,3.423728813559322,0.09266055045871559
8.6,0.31,0.3,0.9,0.045,16.0,109.0,0.99249,2.95,0.39,10.1,5,white,10.024149,93.0,8.91,0.9652076318742985,3.423728813559322,0.09266055045871559
8.6,0.22,0.33,1.2,0.031,38.0,95.0,0.99239,2.83,0.31,10.3,5,white,10.221617,57.0,8.82,0.9750566893424035,3.639575971731449,0.10842105263157896
6.9,0.14,0.29,9.9,0.056,30.0,91.0,0.99512,3.19,0.33,9.9,6,white,9.851688000000001,61.0,7.04,0.9801136363636365,3.103448275862069,0.1087912087912088
6.5,0.22,0.31,3.9,0.046,17.0,106.0,0.99098,3.15,0.31,11.5,5,white,11.39627,89.0,6.72,0.9672619047619048,3.6507936507936507,0.10849056603773585
6.6,0.32,0.47,15.6,0.063,27.0,173.0,0.99872,3.18,0.56,9.0,5,white,8.988480000000001,146.0,6.92,0.9537572254335259,2.830188679245283,0.05202312138728324
6.6,0.32,0.47,15.6,0.063,27.0,173.0,0.99872,3.18,0.56,9.0,5,white,8.988480000000001,146.0,6.92,0.9537572254335259,2.830188679245283,0.05202312138728324
6.1,0.28,0.26,1.5,0.03,25.0,101.0,0.98894,3.03,0.41,12.1,6,white,11.966174,76.0,6.38,0.9561128526645768,3.9933993399339935,0.1198019801980198
6.2,0.3,0.28,1.6,0.036,28.0,106.0,0.988245,3.14,0.41,13.3,6,white,13.1436585,78.0,6.5,0.9538461538461539,4.235668789808917,0.12547169811320755
6.9,0.22,0.28,7.8,0.05,43.0,116.0,0.99326,3.22,0.6,11.5,8,white,11.42249,73.0,7.12,0.9691011235955056,3.571428571428571,0.09913793103448276
8.7,0.31,0.21,5.6,0.039,28.0,67.0,0.99328,2.96,0.52,11.0,4,white,10.92608,39.0,9.01,0.9655937846836847,3.7162162162162162,0.16417910447761194
7.3,0.27,0.3,1.3,0.04,26.0,84.0,0.99222,3.28,0.53,10.7,6,white,10.616753999999998,58.0,7.57,0.964332892998679,3.2621951219512195,0.12738095238095237
7.0,0.46,0.2,16.7,0.046,50.0,184.0,0.99898,3.08,0.56,9.4,5,white,9.390412,134.0,7.46,0.938337801608579,3.051948051948052,0.051086956521739134
5.7,0.23,0.25,7.95,0.042,16.0,108.0,0.99486,3.44,0.61,10.3,6,white,10.247058,92.0,5.930000000000001,0.9612141652613827,2.9941860465116283,0.09537037037037038
